id,user,avaliation,former_employeer
358,Diretor Comercial,"Prós: otimo salario, otimos beneficios, me desafia a todo momento, bons colegas de trabalho, boa remuneção variavel e cursos fora do pais e exposição em eventos Contras: não tem vaga no estacionamento, nao tem plano de carreira, nao tem previdencia privada, mudanças constantes de estrategia de vendas e ambiente extremamente competitivo   ",False
359,Consultor ABAP Sênior,"Prós: Flexibilidade, modernismo, empregabilidade. Clima bom, pessoas gentis, bons profissionais, relacionamento com muitas empresas. Transparência. Contras: Forma de pagamento, terceirização, faltando treinamento, modelo cesta, CLT flex. Falta de coaching, falta de gestor. Análise do perfil deixa a desejar Conselhos para presidência: Em terceiros a Resource deveria lucrar um percentual e não o mesmo valor do funcionário   ",False
360,Analista de Telecomunicações Sênior,"Prós: Boa para trabalhar, pessoas capacitadas e empresa que pensa no funcionario Contras: Dificil crescimento, por a empresa não ser grande, tem bastante disputa   ",False
361,Analista de Recursos Humanos,"Prós: Ambiente de trabalho,gestores,colaboradores no geral são bem tranquilos,benefícios como plano de saúde,vale alimentação e refeição,horário de trabalho bom também. Contras: não tenho o que reclamar da empresa,nem dos gestores,que se tornaram amigos,pois são bem compreensíveis,um assunto um pouco delicado de se tratar são as metas,mais nada impossível",False
362,Gerente de Projetos PMO,"Prós: Boa média salarial no mercado, pagamento em dia, benefícios razoáveis e possibilidades de crescimento para fazer carreira na empresa, localização de fácil acesso visto que fica no centro. Contras: Tem uma certa falha na divulgação das vagas internas ou para outras áreas da empresa, as oportunidades divulgadas nem sempre estão acessíveis. Conselhos para presidência: Continuar apostando no mercado nacional, na mão de obra brasileira, visto que é uma multinacional.   ",False
363,Consultor de Vendas,"Prós: O local ambiente de trabalho ótimas pessoas...flexibilidade de horário...Funcionários dedicado oportunidade de crescimento...Benefícios vale transporte Contras: Salario baixo alta cobrança. metas absurdas. Extres e muito e pessoas despreparadas.""",False
364,"Analista Sr - Ex-funcionário, saiu em 2018","Prós: Oportunidade de crescimento e aprendizado, salário justo , clima agradável. Contras: Carga horária 8:48 para a regional e 8:00 para a matriz. Injusto e sem razão para tal.   ",True
365,"Operador de SAC - Ex-funcionário, saiu em 2016","Prós: O plano de carreira é bom, e os benefícios são ótimos, o que mais me agrada é o VA / VR ( R$ 19,50 por dia). É um serviço dinâmico que vc aprende um pouco de todas as áreas desde ADM até logística Contras: RH demorado, muita burocracia, muito chefe pra pouco funcionários kkkk, lá vc tem 100 chefe kkkk, dificil acesso aos armários, muito serviço.   ",True
366,Analista de Backoffice Júnior,"Prós: Uma empresa onde reconhece o colaborador, tratando sempre com transparência, respeitando as diversidades de gêneros, estilos e opiniões. Nos fornece um ambiente agradável e descontraído, com desafios e interatividades. A lideração é fanática pelos clientes e colaboradores, nos passa confiança de que entendem do assunto, com isso nos ajuda a crescer e conquistar nossos clientes com um atendimento de excelência. Tenho um enorme prazer em fazer parte desse time. Contras: Credito que a distancias entres sites sejam um ponto a melhorar, para que tenhamos um entrosamento melhores com as outras equipes e também com o RH, em relação ao VR é um caso a ser pensado devido ao local em que nos encontramos, o custo é um tanto alto. Conselhos para presidência: Vocês estão no caminho certo, todo sucesso vem com muito esforço.   ",False
367,"Assistente Comercial - Ex-funcionário, saiu em 2016","Prós: Salário, benefícios, empresa com ambiente muito agradável de se trabalhar. . Contras: Gestão em lojas, pouco preparada. .   ",True
368,Desenvolvedor Júnior,"Prós: Bons benefícios, tem projetos desafiadores e que proporcionam um grande crescimento profissional. Oportunidade de crescimento é realidade por mérito. Contras: A liderança não é muito bem definida, o programa de mentoria dentro da empresa é aleatório e não procura casar as skills suas e de seu mentor.   ",False
369," - Ex-funcionário, saiu em 2018","Prós: Existe uma grande estrutura, com diversos perfis, você terá contato com muitos perfis diferentes. As instalações dependem muito da base aonde você está. Nem todas são legais. Contras: Falta organização, falta plano de carreira. Existem poucos perfis de liderança técnica e isso acarreta em grande sobrecarga dos especialistas disponíveis. O RH e DP são bem desorganizados   ",True
370,Estagiário Administrativo,"Prós: Há uma série de benefícios dados pelo RH. Ambiente desafiador, sempre buscando o seu máximo diariamente. Instituição renomada e com nome forte no mercado. Contras: Irá sugar a sua alma, mesmo como estagiário. Para aguentar, terá de abrir mão de parte da sua vida acadêmica e profissional. Empresa extremamente burocrática e tudo que se fala no RH parece papo de outra empresa, pois nunca se vê o que se fala na realidade. Conselhos para presidência: Parar de levar indivíduos ao limite, com 30 anos já se vê pessoas esgotadas que não conseguem comportar mais o ritmo da empresa. Começar a tirar as políticas do RH do papel   ",False
371,Analista de Suporte Técnico,"Prós: Boa estabilidade, a empresa tem investimentos em novas tecnologias através do TOTVS Labs. Benefícios são os de mercado. A nova sede é muito legal, padrão Google. Várias unidades espalhadas pelo Brasil. Contras: Direcionamento tecnológico é ultrapassado... Apesar do clima ser legal na matriz, nas unidades não é o mesmo. Falta de direcionamento claro com relação as inovações. Muita política e pouca meritocracia. A burocracia é muito grande!",False
372,Técnico de Suporte Júnior,"Prós: Pagamento em dia, e bons benefícios, trabalhar interno é muito bom pois os benefícios são melhores ainda Contras: Sou externa fico em cliente prestando serviços, por isso acho a comunicação muito falha por parte do TH.   ",False
373,Consultor SAP ABAP Pleno,"Prós: Tantos os salários (e adiantamentos) como os benefícios são pagos em dia, e inclusive adiantados; a empresa é uma ""escola"" para novos profissionais. Contras: Como as demais consultorias, não existe um programa de cargos e salários e nem um plano de carreira. O job rotation prometido pela gestão não alcança toda a empresa.   ",False
374,"Analista de Testes - Ex-funcionário, saiu em 2015","Prós: Para quem esta começando é uma boa oportunidade. Contras: Baixo salário, processo para mudança de cargo confusa, processos bagunçados, pouco oportunidade de crescimento. Conselhos para presidência: Sugiro que façam uma melhor avaliação das gerências dos projetos, os funcionários sentem extrema deficiência de processos na maioria dos clientes, por este motivo a decepção se torna ainda maior com a empresa.   ",True
375,Analista Sênior,"Prós: Desafiadora e com grande possibilidade de crescimento. Empresa permite um rápido desenvolvimento profissional. Empresa que está em constante mudança, permitindo mais dinâmica no dia dia de trabalho. Contras: Empresa vem tornando-se bastante política e acaba não conseguindo manter oa talentos que lá se desenvolvem. A meritocracia que antes acontecia, atualmente não se pode dizer o mesmo.   ",False
376,Programador,"Prós: Equipe que se ajuda e procura buscar os resultados diante das dificuldades do dia a dia Contras: Falta plano de carreira e por muitas vezes a gestão vira gargalo de informações , como se não existisse a necessidade do colaborador de hierarquia inferior contribuir para a empresa Conselhos para presidência: Trabalhar a gestão para resolver conflitos de forma inteligente e sem coronelismo.   ",False
377,Analista de Negócios I,"Prós: Questões como remuneração, bonificação por metas alcançadas e infraestrutura da companhia, são os principais pontos da cia. Contras: Falta de planejamento para alcançar os objetivos, além de mudanças repentinas na estratégia de vendas.   ",False
378,Funcionário,"Prós: Empresa séria, salário relativamente bom em comparação com as demais empresas do nordeste. O salário é os benefícios são pagos dias e não há atrasos. Contras: Base do nordeste não é valorizado pela sede principal. O processo de reembolso é lento. Não a plano parceiros ou convênios com instituições de ensinos para aperfeiçoar o conhecimento. Conselhos para presidência: Melhorar e acompanhar os processos internos.   ",False
379,Internship,"Prós: Ótimo ambiente de trabalho. Boa região. Boa oportunidade de aprendizagem Contras: Difícil retorno de reconhecimento Falta um pouco de clareza da gerência sobre as expectativas em relação ao funcionário""",False
380,Consultor de Inovação,"Prós: Empresa que se preocupa bastante com o funcionário boa remuneração e se preocupa em detalhe com o cliente evitando erros o que torna o trabalho muito melhor Contras: Promoções na empresa são rm geral um tanto problemáticas mistura se muito o pessoal com o profissional e só amigos de alguém acabam por conseguir um cargo a curto prazo",False
381,Analista de Segurança Júnior,"Prós: Empresa com horários dinâmicos e equipes bem preparadas. Processos de prestação de serviço são bem elaborados e funcionais, evitando que o funcionário se prejudique dependendo de sua função. Contras: Não possui no meu ponto de vista. Empresa que apoia nos estudos, incentiva com reembolso de ceriticação de TI e descontos em faculdades é uma ótima empresa.   ",False
